id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn01199_c0	<=>	c0	FNED7-bin-5.genome.CDS.1673	ATP:D-xylulose 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00259[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00198[c0]
rxn00545_c0	<=>	c0	FNED7-bin-5.genome.CDS.1674	ATP:D-fructose-6-phosphate 1-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00072[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00290[c0]
rxn01547_c0	<=>	c0	FNED7-bin-5.genome.CDS.2271	Guanosine aminohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00311[c0] <=> (1) cpd00013[c0] + (1) cpd01217[c0]
rxn05167_c0	=>	c0	((FNED7-bin-5.genome.CDS.1948) or (FNED7-bin-5.genome.CDS.1949)) and (FNED7-bin-5.genome.CDS.1947) and ()	D-xylose transport via ABC system_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00154[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00154[c0]
rxn02504_c0	<=>	c0	FNED7-bin-5.genome.CDS.2119	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_c0	Unknown	Unknown	None	(1) cpd02961[c0] <=> (1) cpd00229[c0] + (1) cpd00954[c0]
rxn04996_c0	<=	c0	(FNED7-bin-5.genome.CDS.1455) or (FNED7-bin-5.genome.CDS.1242)	dimethyallyl diphosphate:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00202[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd08615[c0]
rxn00262_c0	=>	c0	FNED7-bin-5.genome.CDS.888	L-Aspartic acid:oxygen oxidoreductase (deaminating)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00007[c0] + (1) cpd00041[c0] => (1) cpd00013[c0] + (1) cpd00025[c0] + (1) cpd00032[c0]
rxn10262_c0	<=>	c0	(FNED7-bin-5.genome.CDS.1279) or (FNED7-bin-5.genome.CDS.1383) or (FNED7-bin-5.genome.CDS.1421) or (FNED7-bin-5.genome.CDS.1697)	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	Unknown	Unknown	None	(1) cpd00080[c0] + (1) cpd15686[c0] <=> (1) cpd00046[c0] + (1) cpd15719[c0]
rxn08084_c0	=>	c0	(FNED7-bin-5.genome.CDS.1602) or (FNED7-bin-5.genome.CDS.2210)	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11466[c0] + (1) cpd15331[c0] => (1) cpd11493[c0] + (1) cpd15522[c0]
rxn10225_c0	<=>	c0	(FNED7-bin-5.genome.CDS.1571) or (FNED7-bin-5.genome.CDS.1939)	isohexadecanoyl-phosphatidate cytidylyltransferase_c0	Unknown	Unknown	None	(1) cpd00052[c0] + (1) cpd15682[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15688[c0]
rxn01486_c0	=>	c0	((FNED7-bin-5.genome.CDS.1724) or (FNED7-bin-5.genome.CDS.2154)) or (FNED7-bin-5.genome.CDS.1289)	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0	Unknown	Unknown	None	(1) cpd00113[c0] + (1) cpd00350[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00289[c0]
rxn00898_c0	=>	c0	FNED7-bin-5.genome.CDS.1626	2,3-Dihydroxy-3-methylbutanoate hydro-lyase_c0	Unknown	Unknown	None	(1) cpd02498[c0] => (1) cpd00001[c0] + (1) cpd00123[c0]
rxn02988_c0	<=	c0	FNED7-bin-5.genome.CDS.1903	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_c0	Unknown	Unknown	None	(2) cpd00001[c0] + (1) cpd00009[c0] + (1) cpd02333[c0] <= (1) cpd00095[c0] + (1) cpd03470[c0]
rxn05814_c0	<=>	c0	FNED7-bin-5.genome.CDS.2112	ATP:nucleoside-phosphate phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd12232[c0] <=> (1) cpd00008[c0] + (1) cpd00354[c0]
rxn05542_c0	=>	c0	((FNED7-bin-5.genome.CDS.1428) or (FNED7-bin-5.genome.CDS.2039)) or ((FNED7-bin-5.genome.CDS.2037) or (FNED7-bin-5.genome.CDS.2038)) or (FNED7-bin-5.genome.CDS.2035)	oligopeptide-transporting ATPase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11585[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11585[c0]
rxn00539_c0	=>	c0	FNED7-bin-5.genome.CDS.1234	ethanolamine ammonia-lyase (acetaldehyde-forming)_c0	Unknown	Unknown	None	(1) cpd00162[c0] => (1) cpd00013[c0] + (1) cpd00071[c0]
rxn00678_c0	<=>	c0	FNED7-bin-5.genome.CDS.871	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase_c0	Unknown	Unknown	None	(1) cpd00020[c0] + (1) cpd00519[c0] <=> (1) cpd00032[c0] + (1) cpd00086[c0]
rxn00001_c0	=>	c0	FNED7-bin-5.genome.CDS.1439	diphosphate phosphohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00012[c0] => (2) cpd00009[c0] + (1) cpd00067[c0]
rxn01331_c0	=>	c0	FNED7-bin-5.genome.CDS.2064	D-erythrose 4-phosphate:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00236[c0] => (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd02147[c0]
rxn05545_c0	=>	c0	((FNED7-bin-5.genome.CDS.1428) or (FNED7-bin-5.genome.CDS.2039)) or ((FNED7-bin-5.genome.CDS.2037) or (FNED7-bin-5.genome.CDS.2038)) or (FNED7-bin-5.genome.CDS.2035)	Dipeptide transport via ABC system (ala-thr)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11582[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11582[c0]
rxn00710_c0	=>	c0	(FNED7-bin-5.genome.CDS.2348) or (FNED7-bin-5.genome.CDS.2111)	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00810[c0] => (1) cpd00011[c0] + (1) cpd00091[c0]
rxn00470_c0	=>	c0	FNED7-bin-5.genome.CDS.1388	L-ornithine carboxy-lyase (putrescine-forming)_c0	Unknown	Unknown	None	(1) cpd00064[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00118[c0]
rxn05541_c0	=>	c0	((FNED7-bin-5.genome.CDS.2039) or (FNED7-bin-5.genome.CDS.1428)) or ((FNED7-bin-5.genome.CDS.2037) or (FNED7-bin-5.genome.CDS.2038)) or (FNED7-bin-5.genome.CDS.2035)	Dipeptide transport via ABC system (ala-glu)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11586[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11586[c0]
rxn01682_c0	<=>	c0	(FNED7-bin-5.genome.CDS.2266) and (FNED7-bin-5.genome.CDS.2265)	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase_c0	Unknown	Unknown	None	(1) cpd02210[c0] <=> (1) cpd00102[c0] + (1) cpd00359[c0]
rxn06493_c0	<=>	c0	((FNED7-bin-5.genome.CDS.1698) and ((FNED7-bin-5.genome.CDS.1213) or (FNED7-bin-5.genome.CDS.1703) or (FNED7-bin-5.genome.CDS.2169) or (FNED7-bin-5.genome.CDS.1314))) or (() and () and (FNED7-bin-5.genome.CDS.1698))	dihydrolipoylprotein:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00003[c0] + (1) cpd12225[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd12005[c0]
rxn10214_c0	=>	c0	(FNED7-bin-5.genome.CDS.2210) or (FNED7-bin-5.genome.CDS.1602)	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd11432[c0] + (1) cpd15671[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd15677[c0]
rxn12846_c0	<=>	c0	((FNED7-bin-5.genome.CDS.2045) or (FNED7-bin-5.genome.CDS.2304)) or (FNED7-bin-5.genome.CDS.1270)	Gly-Phe aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd15605[c0] <=> (1) cpd00033[c0] + (1) cpd00066[c0]
rxn00337_c0	<=>	c0	FNED7-bin-5.genome.CDS.1523	ATP:L-aspartate 4-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00041[c0] <=> (1) cpd00008[c0] + (1) cpd01977[c0]
rxn08308_c0	<=>	c0	(FNED7-bin-5.genome.CDS.1571) or (FNED7-bin-5.genome.CDS.1939)	CDP-diacylglycerol synthetase (n-C14:1)_c0	Unknown	Unknown	None	(1) cpd00052[c0] + (1) cpd15523[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15422[c0]
rxn01930_c0	=>	c0	FNED7-bin-5.genome.CDS.2000	3-Hydroxy-L-kynurenine hydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd02065[c0] => (1) cpd00035[c0] + (1) cpd00067[c0] + (1) cpd00483[c0]
rxn00208_c0	=>	c0	(FNED7-bin-5.genome.CDS.2367) or (FNED7-bin-5.genome.CDS.2417)	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00007[c0] + (1) cpd00493[c0] => (1) cpd00013[c0] + (1) cpd00016[c0] + (1) cpd00025[c0]
rxn05031_c0	=>	c0	FNED7-bin-5.genome.CDS.1289	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0	Unknown	Unknown	None	(1) cpd02168[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03205[c0]
rxn05346_c0	=>	c0	FNED7-bin-5.genome.CDS.1245	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd11464[c0] + (1) cpd11492[c0] => (1) cpd00011[c0] + (1) cpd11486[c0] + (1) cpd11493[c0]
rxn03248_c0	<=>	c0	FNED7-bin-5.genome.CDS.1614	Hexanoyl-CoA:acetyl-CoA C-acyltransferase_c0	Unknown	Unknown	None	(1) cpd00022[c0] + (1) cpd03124[c0] <=> (1) cpd00010[c0] + (1) cpd03121[c0]
rxn05733_c0	=>	c0	FNED7-bin-5.genome.CDS.1839	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)_c0	Unknown	Unknown	None	(1) cpd00268[c0] + (1) cpd00722[c0] + (1) cpd11421[c0] => (1) cpd00029[c0] + (1) cpd00067[c0] + (1) cpd00081[c0] + (1) cpd00084[c0] + (1) cpd11420[c0]
rxn02376_c0	<=>	c0	(FNED7-bin-5.genome.CDS.1533) or (FNED7-bin-5.genome.CDS.2295)	R03316_c0	Unknown	Unknown	None	(1) cpd00213[c0] + (1) cpd03189[c0] <=> (1) cpd00056[c0] + (1) cpd00860[c0]
rxn10147_c0	=>	c0	() and () and (FNED7-bin-5.genome.CDS.2307) and ()	ABC-5-RXN.cp_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00635[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00635[c0]
rxn12512_c0	=>	c0	FNED7-bin-5.genome.CDS.2115	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00084[c0] + (1) cpd02201[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd02666[c0]
